Visual studio 2008 all shortcuts

Edit.CharRight	Windows Forms Designer::Right Arrow --OR-- Text Editor::Right Arrow --OR-- Report Designer::Right Arrow
Edit.CharRightExtend	Windows Forms Designer::Shift+Right Arrow --OR-- Text Editor::Shift+Right Arrow --OR-- Report Designer::Shift+Right Arrow
Edit.CharRightExtendColumn	Text Editor::Shift+Alt+Right Arrow
Edit.CharTranspose	Text Editor::Ctrl+T
Edit.ClearBookmarks	Text Editor::Ctrl+K, Ctrl+L --OR-- Global::Ctrl+Shift+F2
Edit.CollapseTag	Text Editor::Ctrl+M, Ctrl+T
Edit.CollapsetoDefinitions	Text Editor::Ctrl+M, Ctrl+O
Edit.CommentSelection	Text Editor::Ctrl+K, Ctrl+C
Edit.CompleteWord	Text Editor::Alt+Right Arrow --OR-- Text Editor::Ctrl+Space
Edit.Copy	Global::Ctrl+C --OR-- Global::Ctrl+Ins
Edit.CopyParameterTip	Text Editor::Ctrl+Shift+Alt+C
Edit.Cut	Global::Ctrl+X --OR-- Global::Shift+Del
Edit.CycleClipboardRing	Global::Ctrl+Shift+Ins
Edit.DecreaseFilterLevel	Text Editor::Alt+,
Edit.Delete	Class Diagram::Ctrl+Del --OR-- Global::Del
Edit.DeleteBackwards	Text Editor::Shift+Bkspce --OR-- Text Editor::Bkspce
Edit.DeleteHorizontalWhiteSpace	Text Editor::Ctrl+K, Ctrl+\
Edit.DocumentEnd	Windows Forms Designer::End --OR-- Text Editor::Ctrl+End
Edit.DocumentEndExtend	Windows Forms Designer::Shift+End --OR-- Text Editor::Ctrl+Shift+End
Edit.DocumentStart	Windows Forms Designer::Home --OR-- Text Editor::Ctrl+Home
Edit.DocumentStartExtend	Windows Forms Designer::Shift+Home --OR-- Text Editor::Ctrl+Shift+Home
Edit.EditCell	Managed Resources Editor::F2 --OR-- Settings Designer::F2
Edit.ExpandCollapseBaseTypeList	Class Diagram::Shift+Alt+B
Edit.Find	Global::Ctrl+F
Edit.FindinFiles	Global::Ctrl+Shift+F
Edit.FindNext	Global::F3
Edit.FindNextSelected	Global::Ctrl+F3
Edit.FindPrevious	Global::Shift+F3
Edit.FindPreviousSelected	Global::Ctrl+Shift+F3
Edit.FindSymbol	Global::Alt+F12 --OR-- Global::Ctrl+Shift+Y
*Edit.FormatDocument	Text Editor::Ctrl+K, Ctrl+D
*Edit.FormatSelection	Text Editor::Ctrl+K, Ctrl+F --OR-- Global::Alt+F8
Edit.GenerateMethodStub	Global::Ctrl+K, Ctrl+M
*Edit.GoTo	Global::Ctrl+G
Edit.GotoBrace	Text Editor::Ctrl+]
*Edit.GotoBraceExtend	Text Editor::Ctrl+Shift+]
*Edit.GoToDeclaration	Global::Ctrl+F12 --OR-- Global::Ctrl+Alt+F12
Edit.GoToDefinition	Global::F12
*Edit.GoToFindCombo	Global::Ctrl+D
Edit.GoToNextLocation	Global::F8 --OR-- Global::F4
Edit.GoToPrevLocation	Global::Shift+F8 --OR-- Global::Shift+F4
*Edit.GoToReference	Global::Shift+F12
*Edit.HideSelection	Text Editor::Ctrl+M, Ctrl+H
Edit.IncreaseFilterLevel	Text Editor::Alt+.
*Edit.IncrementalSearch	Text Editor::Ctrl+I
*Edit.InsertSnippet	Global::Ctrl+K, Ctrl+X
Edit.InsertTab	Windows Forms Designer::Tab --OR-- Text Editor::Tab --OR-- Report Designer::Tab
*Edit.LineCut	Text Editor::Ctrl+L --OR-- Global::Shift+Alt+L
Edit.LineDelete	Text Editor::Ctrl+Shift+L
Edit.LineDown	Windows Forms Designer::Down Arrow --OR-- Text Editor::Down Arrow --OR-- Report Designer::Down Arrow
Edit.LineDownExtend	Windows Forms Designer::Shift+Up Arrow --OR-- Text Editor::Shift+Down Arrow --OR-- Report Designer::Shift+Down Arrow
Edit.LineDownExtendColumn	Text Editor::Shift+Alt+Down Arrow
Edit.LineEnd	Text Editor::End
Edit.LineEndExtend	Text Editor::Shift+End
Edit.LineEndExtendColumn	Text Editor::Shift+Alt+End
Edit.LineOpenAbove	Text Editor::Ctrl+Enter
Edit.LineOpenBelow	Text Editor::Ctrl+Shift+Enter
Edit.LineStart	Text Editor::Home
Edit.LineStartExtend	Text Editor::Shift+Home
Edit.LineStartExtendColumn	Text Editor::Shift+Alt+Home
*Edit.LineTranspose	Text Editor::Shift+Alt+T
Edit.LineUp	Windows Forms Designer::Up Arrow --OR-- Text Editor::Up Arrow --OR-- Report Designer::Up Arrow
Edit.LineUpExtend	Windows Forms Designer::Shift+Down Arrow --OR-- Text Editor::Shift+Up Arrow --OR-- Report Designer::Shift+Up Arrow
Edit.LineUpExtendColumn	Text Editor::Shift+Alt+Up Arrow
*Edit.ListMembers	Text Editor::Ctrl+J --OR-- Global::Ctrl+Alt+T
Edit.MakeLowercase	Text Editor::Ctrl+U
Edit.MakeUppercase	Text Editor::Ctrl+Shift+U
Edit.MoveControlDown	Global::Ctrl+Down Arrow --OR-- VC Dialog Editor::Down Arrow --OR-- HTML Editor Design View::Ctrl+Down Arrow --OR-- Windows Forms Designer::Ctrl+Down Arrow --OR-- Report Designer::Ctrl+Down Arrow
Edit.MoveControlDownGrid	Global::Down Arrow
Edit.MoveControlLeft	Global::Ctrl+Left Arrow --OR-- VC Dialog Editor::Left Arrow --OR-- Windows Forms Designer::Ctrl+Left Arrow --OR-- Report Designer::Ctrl+Left Arrow
Edit.MoveControlLeftGrid	Global::Left Arrow
Edit.MoveControlRight	Global::Ctrl+Right Arrow --OR-- VC Dialog Editor::Right Arrow --OR-- Windows Forms Designer::Ctrl+Right Arrow --OR-- Report Designer::Ctrl+Right Arrow
Edit.MoveControlRightGrid	Global::Right Arrow
Edit.MoveControlUp	Global::Ctrl+Up Arrow --OR-- VC Dialog Editor::Up Arrow --OR-- HTML Editor Design View::Ctrl+Up Arrow --OR-- Windows Forms Designer::Ctrl+Up Arrow --OR-- Report Designer::Ctrl+Up Arrow
Edit.MoveControlUpGrid	Global::Up Arrow
Edit.NavigateToLollipop	Class Diagram::Shift+Alt+L
Edit.NewAccelerator	VC Accelerator Editor::Ins
Edit.NewString	VC String Editor::Ins
Edit.NextBookmark	Global::Ctrl+K, Ctrl+N --OR-- Text Editor::F2
Edit.NextBookmarkInFolder	Global::Ctrl+Shift+K, Ctrl+Shift+N
Edit.NextKeyTyped	VC Accelerator Editor::Ctrl+W
Edit.OpenFile	Global::Ctrl+Shift+G
Edit.OvertypeMode	Text Editor::Ins
Edit.PageDown	Text Editor::PgDn
Edit.PageDownExtend	Text Editor::Shift+PgDn
Edit.PageUp	Text Editor::PgUp
Edit.PageUpExtend	Text Editor::Shift+PgUp
Edit.ParameterInfo	Text Editor::Ctrl+Shift+Space
Edit.Paste	Global::Ctrl+V --OR-- Global::Shift+Ins
Edit.PasteParameterTip	Text Editor::Ctrl+Shift+Alt+P
Edit.PreviousBookmark	Global::Ctrl+K, Ctrl+P --OR-- Global::Shift+F2
Edit.PreviousBookmarkInFolder	Global::Ctrl+Shift+K, Ctrl+Shift+P
*Edit.QuickFindSymbol	Global::Shift+Alt+F12
*Edit.QuickInfo	Text Editor::Ctrl+K, Ctrl+I
Edit.Redo	Global::Ctrl+Y --OR-- Global::Shift+Alt+Bkspce --OR-- Global::Ctrl+Shift+Z
Edit.Remove	Managed Resources Editor::Del
Edit.RemovefromDiagram	Class Diagram::Del
Edit.RemoveRow	Managed Resources Editor::Ctrl+Del --OR-- Settings Designer::Ctrl+Del
Edit.Replace	Global::Ctrl+H
Edit.ReplaceinFiles	Global::Ctrl+Shift+H
Edit.ReverseIncrementalSearch	Text Editor::Ctrl+Shift+I
Edit.ScrollColumnLeft	VC Dialog Editor::Ctrl+Left Arrow
Edit.ScrollColumnRight	VC Dialog Editor::Ctrl+Right Arrow
Edit.ScrollLineDown	VC Dialog Editor::Ctrl+Down Arrow --OR-- Text Editor::Ctrl+Down Arrow
Edit.ScrollLineUp	VC Dialog Editor::Ctrl+Up Arrow --OR-- Text Editor::Ctrl+Up Arrow
Edit.SelectAll	Global::Ctrl+A
*Edit.SelectCurrentWord	Text Editor::Ctrl+W
Edit.SelectionCancel	Managed Resources Editor::Esc --OR-- Settings Designer::Esc --OR-- Windows Forms Designer::Esc --OR-- Text Editor::Esc --OR-- Report Designer::Esc
Edit.SelectNextControl	Global::Tab
Edit.SelectPreviousControl	Global::Shift+Tab
*Edit.SelectToLastGoBack	Text Editor::Ctrl+=
Edit.ShowTileGrid	Global::Enter
Edit.SizeControlDown	Global::Ctrl+Shift+Down Arrow --OR-- VC Dialog Editor::Shift+Down Arrow --OR-- Windows Forms Designer::Ctrl+Shift+Down Arrow --OR-- Report Designer::Ctrl+Shift+Down Arrow
Edit.SizeControlDownGrid	Global::Shift+Down Arrow
Edit.SizeControlLeft	Global::Ctrl+Shift+Left Arrow --OR-- VC Dialog Editor::Shift+Left Arrow --OR-- Windows Forms Designer::Ctrl+Shift+Left Arrow --OR-- Report Designer::Ctrl+Shift+Left Arrow
Edit.SizeControlLeftGrid	Global::Shift+Left Arrow
Edit.SizeControlRight	Global::Ctrl+Shift+Right Arrow --OR-- VC Dialog Editor::Shift+Right Arrow --OR-- Windows Forms Designer::Ctrl+Shift+Right Arrow --OR-- Report Designer::Ctrl+Shift+Right Arrow
Edit.SizeControlRightGrid	Global::Shift+Right Arrow
Edit.SizeControlUp	Global::Ctrl+Shift+Up Arrow --OR-- VC Dialog Editor::Shift+Up Arrow --OR-- Windows Forms Designer::Ctrl+Shift+Up Arrow --OR-- Report Designer::Ctrl+Shift+Up Arrow
Edit.SizeControlUpGrid	Global::Shift+Up Arrow
*Edit.StopHidingCurrent	Text Editor::Ctrl+M, Ctrl+U
Edit.StopOutlining	Text Editor::Ctrl+M, Ctrl+P
Edit.StopSearch	Global::Alt+F3, S
*Edit.SurroundWith	Global::Ctrl+K, Ctrl+S
Edit.SwapAnchor	Text Editor::Ctrl+K, Ctrl+A
Edit.TabLeft	Windows Forms Designer::Shift+Tab --OR-- Text Editor::Shift+Tab --OR-- Report Designer::Shift+Tab
Edit.ToggleAllOutlining	Text Editor::Ctrl+M, Ctrl+L
*Edit.ToggleBookmark	Text Editor::Ctrl+K, Ctrl+K --OR-- Global::Ctrl+F2
Edit.ToggleOutliningExpansion	Text Editor::Ctrl+M, Ctrl+M
Edit.ToggleTaskListShortcut	Text Editor::Ctrl+K, Ctrl+H
Edit.ToggleWordWrap	Text Editor::Ctrl+E, Ctrl+W
Edit.UncommentSelection	Text Editor::Ctrl+K, Ctrl+U
Edit.Undo	Global::Ctrl+Z --OR-- Global::Alt+Bkspce
*Edit.UpdateJScriptIntellisense	HTML Editor Source View::Ctrl+Shift+J
Edit.ViewBottom	Text Editor::Ctrl+PgDn
Edit.ViewBottomExtend	Text Editor::Ctrl+Shift+PgDn
Edit.ViewTop	Text Editor::Ctrl+PgUp
Edit.ViewTopExtend	Text Editor::Ctrl+Shift+PgUp
Edit.ViewWhiteSpace	Text Editor::Ctrl+R, Ctrl+W --OR-- Global::Ctrl+Shift+8
Edit.WordDeleteToEnd	Text Editor::Ctrl+Del
Edit.WordDeleteToStart	Text Editor::Ctrl+Bkspce
Edit.WordNext	Text Editor::Ctrl+Right Arrow
Edit.WordNextExtend	Text Editor::Ctrl+Shift+Right Arrow
*Edit.WordNextExtendColumn	Text Editor::Ctrl+Shift+Alt+Right Arrow
Edit.WordPrevious	Text Editor::Ctrl+Left Arrow
Edit.WordPreviousExtend	Text Editor::Ctrl+Shift+Left Arrow
Edit.WordPreviousExtendColumn	Text Editor::Ctrl+Shift+Alt+Left Arrow
*Edit.WordTranspose	Text Editor::Ctrl+Shift+T
EditorContextMenus.CodeWindow.RunSelection	Global::Ctrl+Q
File.NewFile	Global::Ctrl+N
File.NewProject	Global::Ctrl+Shift+N
File.NewWebSite	Global::Shift+Alt+N
File.OpenFile	Global::Ctrl+O
File.OpenProject	Global::Ctrl+Shift+O
File.OpenWebSite	Global::Shift+Alt+O
File.Print	Global::Ctrl+P
File.Rename	Global::F2
File.SaveAll	Global::Ctrl+Shift+S
File.SaveSelectedItems	Global::Ctrl+S
File.ViewinBrowser	Global::Ctrl+Shift+W
Format.AlignBottoms	VC Dialog Editor::Ctrl+Shift+Down Arrow
Format.AlignCenters	VC Dialog Editor::Shift+F9
Format.AlignLefts	VC Dialog Editor::Ctrl+Shift+Left Arrow
Format.AlignMiddles	VC Dialog Editor::F9
Format.AlignRights	VC Dialog Editor::Ctrl+Shift+Right Arrow
Format.AlignTops	VC Dialog Editor::Ctrl+Shift+Up Arrow
Format.Bold	HTML Editor Design View::Ctrl+B
Format.ButtonBottom	VC Dialog Editor::Ctrl+B
Format.ButtonRight	VC Dialog Editor::Ctrl+R
Format.CenterHorizontal	VC Dialog Editor::Ctrl+Shift+F9
Format.CenterVertical	VC Dialog Editor::Ctrl+F9
Format.CheckMnemonics	VC Dialog Editor::Ctrl+M
Format.ConverttoHyperlink	HTML Editor Design View::Ctrl+L
Format.InsertBookmark	HTML Editor Design View::Ctrl+Shift+L
Format.Italic	HTML Editor Design View::Ctrl+I
Format.SizetoContent	VC Dialog Editor::Shift+F7
Format.SpaceAcross	VC Dialog Editor::Alt+Left Arrow --OR-- VC Dialog Editor::Alt+Right Arrow
Format.SpaceDown	VC Dialog Editor::Alt+Down Arrow --OR-- VC Dialog Editor::Alt+Up Arrow
Format.TabOrder	VC Dialog Editor::Ctrl+D
Format.TestDialog	VC Dialog Editor::Ctrl+T
Format.ToggleGuides	VC Dialog Editor::Ctrl+G
Format.Underline	HTML Editor Design View::Ctrl+U
Help.Contents	Global::Ctrl+Alt+F1
Help.F1Help	Global::F1
*Help.HowDoI	Global::Ctrl+F1
Help.Index	Global::Ctrl+Alt+F2
Help.Nexttopic	WebBrowser::Alt+Down Arrow
Help.Previoustopic	WebBrowser::Alt+Up Arrow
Help.Search	Global::Ctrl+Alt+F3
Help.SearchResults	Global::Shift+Alt+F3
Help.WindowHelp	Global::Shift+F1
Image.AirbrushTool	VC Image Editor::Ctrl+A
Image.BrushTool	VC Image Editor::Ctrl+B
Image.CopyandOutlineSelection	VC Image Editor::Ctrl+Shift+U
Image.DrawOpaque	VC Image Editor::Ctrl+J
Image.EllipseTool	VC Image Editor::Alt+P
Image.EraseTool	VC Image Editor::Ctrl+Shift+I
Image.FilledEllipseTool	VC Image Editor::Ctrl+Shift+Alt+P
Image.FilledRectangleTool	VC Image Editor::Ctrl+Shift+Alt+R
Image.FilledRoundedRectangleTool	VC Image Editor::Ctrl+Shift+Alt+W
Image.FillTool	VC Image Editor::Ctrl+F
Image.FlipHorizontal	VC Image Editor::Ctrl+H
Image.FlipVertical	VC Image Editor::Shift+Alt+H
Image.LargerBrush	VC Image Editor::Ctrl+=
Image.LineTool	VC Image Editor::Ctrl+L
Image.MagnificationTool	VC Image Editor::Ctrl+M
Image.Magnify	VC Image Editor::Ctrl+Shift+M
Image.NewImageType	VC Image Editor::Ins
Image.NextColor	VC Image Editor::Ctrl+Right Arrow --OR-- VC Image Editor::Ctrl+]
Image.NextRightColor	VC Image Editor::Ctrl+Shift+Right Arrow --OR-- VC Image Editor::Ctrl+Shift+]
Image.OutlinedEllipseTool	VC Image Editor::Shift+Alt+P
Image.OutlinedRectangleTool	VC Image Editor::Shift+Alt+R
Image.OutlinedRoundedRectangleTool	VC Image Editor::Shift+Alt+W
Image.PencilTool	VC Image Editor::Ctrl+I
Image.PreviousColor	VC Image Editor::Ctrl+Left Arrow --OR-- VC Image Editor::Ctrl+[
Image.PreviousRightColor	VC Image Editor::Ctrl+Shift+Left Arrow --OR-- VC Image Editor::Ctrl+Shift+[
Image.RectangleSelectionTool	VC Image Editor::Shift+Alt+S
Image.RectangleTool	VC Image Editor::Alt+R
Image.Rotate90Degrees	VC Image Editor::Ctrl+Shift+H
Image.RoundedRectangleTool	VC Image Editor::Alt+W
Image.ShowGrid	VC Image Editor::Ctrl+Alt+S
Image.ShowTileGrid	VC Image Editor::Ctrl+Shift+Alt+S
Image.SmallBrush	VC Image Editor::Ctrl+.
Image.SmallerBrush	VC Image Editor::Ctrl+-
Image.TextTool	VC Image Editor::Ctrl+T
Image.UseSelectionasBrush	VC Image Editor::Ctrl+U
Image.ZoomIn	VC Image Editor::Ctrl+Up Arrow --OR-- VC Image Editor::Ctrl+Shift+.
Image.ZoomOut	VC Image Editor::Ctrl+Down Arrow --OR-- VC Image Editor::Ctrl+Shift+,
OtherContextMenus.ORDesignerContextMenu.HideMethodsPane	VisualStudio::Ctrl+1
Project.AddContentPage	HTML Editor Design View::Ctrl+M, Ctrl+C
Project.AddExistingItem	Global::Shift+Alt+A
Project.AddNewItem	Global::Ctrl+Shift+A
Project.Override	Global::Ctrl+Alt+Ins
Project.Properties	Global::Alt+F7
QueryDesigner.CancelRetrievingData	Query Designer::Ctrl+T --OR-- View Designer::Ctrl+T
QueryDesigner.Criteria	Query Designer::Ctrl+2 --OR-- View Designer::Ctrl+2
QueryDesigner.Diagram	Query Designer::Ctrl+1 --OR-- View Designer::Ctrl+1
QueryDesigner.ExecuteSQL	Query Designer::Ctrl+R --OR-- View Designer::Ctrl+R
QueryDesigner.GotoRow	Query Designer::Ctrl+G --OR-- View Designer::Ctrl+G
QueryDesigner.JoinMode	Query Designer::Ctrl+Shift+J --OR-- View Designer::Ctrl+Shift+J
QueryDesigner.Results	Query Designer::Ctrl+4 --OR-- View Designer::Ctrl+4
QueryDesigner.SQL	Query Designer::Ctrl+3 --OR-- View Designer::Ctrl+3
*Refactor.EncapsulateField	Global::Ctrl+R, Ctrl+E
*Refactor.ExtractInterface	Global::Ctrl+R, Ctrl+I
*Refactor.ExtractMethod	Global::Ctrl+R, Ctrl+M
Refactor.PromoteLocalVariable	Global::Ctrl+R, Ctrl+P
Refactor.RemoveParameters	Global::Ctrl+R, Ctrl+V
Refactor.Rename	Global::Ctrl+R, Ctrl+R
Refactor.ReorderParameters	Global::Ctrl+R, Ctrl+O
Resources.Audio	Managed Resources Editor::Ctrl+4
Resources.Files	Managed Resources Editor::Ctrl+5
Resources.Icons	Managed Resources Editor::Ctrl+3
Resources.Images	Managed Resources Editor::Ctrl+2
Resources.Other	Managed Resources Editor::Ctrl+6
Resources.Strings	Managed Resources Editor::Ctrl+1
Table.ColumntotheLeft	HTML Editor Design View::Ctrl+Alt+Left Arrow
Table.ColumntotheRight	HTML Editor Design View::Ctrl+Alt+Right Arrow
Table.RowAbove	HTML Editor Design View::Ctrl+Alt+Up Arrow
Table.RowBelow	HTML Editor Design View::Ctrl+Alt+Down Arrow
Test.DebugAllTestsInSolution	Global::Ctrl+R, Ctrl+A
*Test.DebugTestsInClass	Global::Ctrl+R, Ctrl+C
*Test.DebugTestsInCurrentContext	Global::Ctrl+R, Ctrl+T
*Test.DebugTestsInNamespace	Global::Ctrl+R, Ctrl+N
*Test.RunAllTestsInSolution	Global::Ctrl+R, A
Test.RunTestsInClass	Global::Ctrl+R, C
Test.RunTestsInCurrentContext	Global::Ctrl+R, T
Test.RunTestsInNamespace	Global::Ctrl+R, N
Test.TestResults.RunCheckedTests	Global::Ctrl+R, F
TestResults.DebugAllTestsInTestResults	Global::Ctrl+R, Ctrl+D
TestResults.DebugCheckedTests	Global::Ctrl+R, Ctrl+F
TestResults.RunAllTestsInTestResults	Global::Ctrl+R, D
*Tools.AttachtoProcess	Global::Ctrl+Alt+P
*Tools.CodeSnippetsManager	Global::Ctrl+K, Ctrl+B
*Tools.GoToCommandLine	Global::Ctrl+/
*Tools.MacrosIDE	Global::Alt+F11
Tools.RecordTemporaryMacro	Global::Ctrl+Shift+R
Tools.RunTemporaryMacro	Global::Ctrl+Shift+P
View.ASP.NETNonvisualControls	HTML Editor Design View::Ctrl+Shift+N
View.AutoCloseTagOverride	HTML Editor Source View::Ctrl+Shift+.
*View.Backward	Global::Alt+Left Arrow
*View.BookmarkWindow	Global::Ctrl+K, Ctrl+W
View.BrowseNext	Global::Ctrl+Shift+1 --OR-- Global::Ctrl+Num +
View.BrowsePrevious	Global::Ctrl+Shift+2 --OR-- Global::Ctrl+Num -
*View.ClassView	Global::Ctrl+Shift+C
View.ClassViewGoToSearchCombo	Global::Ctrl+K, Ctrl+V
View.CodeDefinitionWindow	Global::Ctrl+\, Ctrl+D --OR-- Global::Ctrl+\, D --OR-- Global::Ctrl+Shift+V
View.CommandWindow	Global::Ctrl+Alt+A
View.Datasets	Report Designer::Ctrl+Alt+D
View.DocumentOutline	Global::Ctrl+Alt+D
View.EditMaster	HTML Editor Design View::Ctrl+M, Ctrl+M
View.ErrorList	Global::Ctrl+\, Ctrl+E --OR-- Global::Ctrl+\, E
View.FindSymbolResults	Global::Ctrl+Alt+Y
View.Forward	Global::Alt+Right Arrow
View.ForwardBrowseContext	Global::Ctrl+Shift+7
*View.FullScreen	Global::Shift+Alt+Enter
*View.NavigateBackward	Global::Ctrl+-
*View.NavigateForward	Global::Ctrl+Shift+-
*View.NextError	Global::Ctrl+Shift+F12
View.NextView	HTML Editor Design View::Ctrl+PgDn --OR-- HTML Editor Source View::Ctrl+PgDn
*View.ObjectBrowser	Global::Ctrl+Alt+J
View.ObjectBrowserGoToSearchCombo	Global::Ctrl+K, Ctrl+R
*View.Output	Global::Ctrl+Alt+O --OR-- Global::Alt+2
View.PopBrowseContext	Global::Ctrl+Num *
*View.PropertiesWindow	Global::Alt+Enter
View.ResourceView	Global::Ctrl+Shift+E
View.ServerExplorer	Global::Ctrl+Alt+S
View.ShowSmartTag	Global::Shift+Alt+F10 --OR-- HTML Editor Design View::Shift+Alt+F10 --OR-- Global::Ctrl+.
View.SolutionExplorer	Global::Ctrl+Alt+L
View.SynchronizeViews	HTML Editor Source View::Ctrl+Shift+Y
*View.TaskList	Global::Ctrl+\, Ctrl+T --OR-- Global::Ctrl+\, T
*View.Toolbox	Global::Ctrl+Alt+X
View.ViewCode	Settings Designer::F7 --OR-- Class Diagram::Enter --OR-- Global::Ctrl+Alt+0
View.ViewDesigner	HTML Editor Source View::Shift+F7 --OR-- Global::Shift+F7
View.ViewMarkup	HTML Editor Design View::Shift+F7
*View.WebBrowser	Global::Ctrl+Alt+R
Window.ActivateDocumentWindow	Global::Esc --OR-- Global::Alt+0
Window.CloseDocumentWindow	Global::Ctrl+F4
Window.CloseToolWindow	Global::Shift+Esc
*Window.MovetoNavigationBar	Global::Ctrl+F8
*Window.NextDocumentWindow	Global::Ctrl+F6
*Window.NextDocumentWindowNav	Global::Ctrl+Tab
*Window.NextPane	Global::Alt+F6
Window.NextSplitPane	Global::F6
Window.NextTab	Global::Ctrl+PgDn
*Window.PreviousDocumentWindow	Global::Ctrl+Shift+F6
Window.PreviousDocumentWindowNav	Global::Ctrl+Shift+Tab
Window.PreviousPane	Global::Shift+Alt+F6
Window.PreviousSplitPane	Global::Shift+F6
Window.PreviousTab	Global::Ctrl+PgUp --OR-- HTML Editor Design View::Ctrl+PgUp --OR-- HTML Editor Source View::Ctrl+PgUp
*Window.ShowEzMDIFileList	Global::Ctrl+Alt+Down Arrow
